"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YX7XM2CQ","journalArticle","2009","Eda, Goki; Chhowalla, Manish","Graphene-based Composite Thin Films for Electronics","Nano Letters","","1530-6984","10.1021/nl8035367","http://dx.doi.org/10.1021/nl8035367","","2009","2019-06-11 15:43:08","2019-06-11 15:43:08","","814-818","","2","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WKA33TW","journalArticle","2014","Espalin, David; Muse, Danny W; MacDonald, Eric; Wicker, Ryan B","3D Printing multifunctionality: structures with electronics","The International Journal of Advanced Manufacturing Technology","","0268-3768","","","","2014","2019-06-11 15:43:08","2019-06-11 15:43:08","","963-978","","5-8","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKS39YQ5","journalArticle","2009","Fabris, Felipe W.; Cardozo, Nilo S. M.; Mauler, Raquel S.; Nachtigall, Sônia M. B.","Improving the properties of LDPE/glass fiber composites with silanized-LDPE","Polymer Composites","","1548-0569","10.1002/pc.20622","http://dx.doi.org/10.1002/pc.20622","","2009","2019-06-11 15:43:08","2019-06-11 15:43:08","","872-879","","7","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3Y5QG3C","journalArticle","2014","Fan, Jonathan A.; Yeo, Woon-Hong; Su, Yewang; Hattori, Yoshiaki; Lee, Woosik; Jung, Sung-Young; Zhang, Yihui; Liu, Zhuangjian; Cheng, Huanyu; Falgout, Leo; Bajema, Mike; Coleman, Todd; Gregoire, Dan; Larsen, Ryan J.; Huang, Yonggang; Rogers, John A.","Fractal design concepts for stretchable electronics","Nat Commun","","","10.1038/ncomms4266","http://dx.doi.org/10.1038/ncomms4266","Stretchable electronics provide a foundation for applications that exceed the scope of conventional wafer and circuit board technologies due to their unique capacity to integrate with soft materials and curvilinear surfaces. The range of possibilities is predicated on the development of device architectures that simultaneously offer advanced electronic function and compliant mechanics. Here we report that thin films of hard electronic materials patterned in deterministic fractal motifs and bonded to elastomers enable unusual mechanics with important implications in stretchable device design. In particular, we demonstrate the utility of Peano, Greek cross, Vicsek and other fractal constructs to yield space-filling structures of electronic materials, including monocrystalline silicon, for electrophysiological sensors, precision monitors and actuators, and radio frequency antennas. These devices support conformal mounting on the skin and have unique properties such as invisibility under magnetic resonance imaging. The results suggest that fractal-based layouts represent important strategies for hard-soft materials integration.","2014","2019-06-11 15:43:08","2019-06-11 15:43:08","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7VQFH2S","journalArticle","2014","Farahani, Rouhollah; Lebel, Louis.; Therriault, Daniel","Processing parameters investigation for the fabrication of self-supported and freeform polymeric microstructures using ultraviolet-assisted three-dimensional printing","Journal of Micromechanics and Microengineering","","","","","","2014","2019-06-11 15:43:08","2019-06-11 15:43:08","","1-12","","055020","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3H3UWA65","journalArticle","2014","Farahani, RD; Lebel, LL; Therriault, D","Processing parameters investigation for the fabrication of self-supported and freeform polymeric microstructures using ultraviolet-assisted three-dimensional printing","Journal of Micromechanics and Microengineering","","0960-1317","","","","2014","2019-06-11 15:43:09","2019-06-11 15:43:09","","055020","","5","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZKLXDAW","journalArticle","2014","Farahani, Rouhollah Dermanaki; Chizari, Kambiz; Therriault, Daniel","Three-Dimensional Printing of Freeform Helical Microstructures: A Review","Nanoscale","","","","","","2014","2019-06-11 15:43:09","2019-06-11 15:43:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQR7BXS4","journalArticle","2014","Farahani, Rouhollah Dermanaki; Chizari, Kambiz; Therriault, Daniel","Three-dimensional printing of freeform helical microstructures: a review","Nanoscale","","","","","","2014","2019-06-11 15:43:09","2019-06-11 15:43:09","","10470-10485","","18","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9RBGAGK","journalArticle","2012","Farahani, Rouhollah Dermanaki; Dalir, Hamid; Le Borgne, Vincent; Gautier, Loick A; El Khakani, My Ali; Lévesque, Martin; Therriault, Daniel","Direct-write fabrication of freestanding nanocomposite strain sensors","Nanotechnology","","0957-4484","","","","2012","2019-06-11 15:43:09","2019-06-11 15:43:09","","085502","","8","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52MMK64M","journalArticle","","Fechete, I; Garin, F; Begin, D; Wang, Y; Védrine, JC; Monakhova, Y; Agulhon, P; Quignard, F; Tanchoux, N; Tichit, D","journal homepage: www. elsevier. com/locate/cattod","","","","","","","","2019-06-11 15:43:09","2019-06-11 15:43:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ZVE9T8M","journalArticle","2012","Florea, Ileana; Ersen, Ovidiu; Arenal, Raul; Ihiawakrim, Dris; Messaoudi, Cédric; Chizari, Kambiz; Janowska, Izabela; Pham-Huu, Cuong","3D analysis of the morphology and spatial distribution of nitrogen in nitrogen-doped carbon nanotubes by energy-filtered transmission electron microscopy tomography","Journal of the American Chemical Society","","0002-7863","","","","2012","2019-06-11 15:43:09","2019-06-11 15:43:09","","9672-9680","","23","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJSNM25I","journalArticle","2014","Gagné, Martin; Therriault, Daniel","Lightning strike protection of composites","Progress in Aerospace Sciences","","0376-0421","","","","2014","2019-06-11 15:43:09","2019-06-11 15:43:09","","1-16","","","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQNGRIZ6","journalArticle","2011","Geng, Dongsheng; Chen, Ying; Chen, Yougui; Li, Yongliang; Li, Ruying; Sun, Xueliang; Ye, Siyu; Knights, Shanna","High oxygen-reduction activity and durability of nitrogen-doped graphene","Energy & Environmental Science","","1754-5692","10.1039/c0ee00326c","http://dx.doi.org/10.1039/C0EE00326C","Nitrogen-doped graphene as a metal-free catalyst for oxygen reduction was synthesized by heat-treatment of graphene using ammonia. It was found that the optimum temperature was 900 [degree]C. The resulting catalyst had a very high oxygen reduction reaction (ORR) activity through a four-electron transfer process in oxygen-saturated 0.1 M KOH. Most importantly, the electrocatalytic activity and durability of this material are comparable or better than the commercial Pt/C (loading: 4.85 [small micro]gPt cm-2). XPS characterization of these catalysts was tested to identify the active N species for ORR.","2011","2019-06-11 15:43:09","2019-06-11 15:43:09","","760-764","","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7FFDPDB","journalArticle","2009","Ghafar-Zadeh, E.; Sawan, M.; Therriault, D.","A Microfluidic Packaging Technique for Lab-on-Chip Applications","Advanced Packaging, IEEE Transactions on","","1521-3323","10.1109/tadvp.2008.920655","","","2009","2019-06-11 15:43:10","2019-06-11 15:43:10","","410-416","","2","32","","","","","","","","","","","","","","","","","","","","","bioMEMS biochemistry biosensors chemical sensors electronics packaging lab-on-a-chip microfluidics microsensors biochemical sensor electronic packaging process lab-on-chip application microfluidic packaging technique programmable dispensing system Complementary metal&#x2013 oxide&#x2013 semiconductor (CMOS) direct-write fabrication process integrated capacitive sensor lab-on-chip microfluidic packaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ATVUJB3","journalArticle","2010","Ghosh, Kaushik; Kumar, Mukul; Maruyama, Takahiro; Ando, Yoshinori","Controllable growth of highly N-doped carbon nanotubes from imidazole: a structural, spectroscopic and field emission study","Journal of Materials Chemistry","","0959-9428","10.1039/b923139k","http://dx.doi.org/10.1039/B923139K","Here we report the highest N-doping level achieved so far for carbon nitride (CNx) nanotubes by using a new precursor imidazole (as a dual supplier of carbon and nitrogen) together with ferrocene (as a catalyst). A controllable growth of aligned CNx nanotubes was achieved by simple CVD in a temperature range of 700-950 [degree]C leading to nitrogen doping from 12.1 to 25.7 at%. The highest doping level was achieved at 850 [degree]C, which is attributed to the abundance of C-N fragments at this decomposition temperature. Nitrogen doping level and the type of N-moieties were determined by XPS and EELS analyses. HRTEM analysis suggests that N-substituted graphitic units (gN) give rise to fullerenic curvature into the cylindrical graphite layers (leading to curled side-wall morphology), whereas pyridinic units (pN) break the graphitic continuity (leading to dangling bonds on the side walls). It is observed that the abundance of N-substituted graphitic units (gN) enhances the electrical conductivity of individual nanotubes by donating additional electrons to the CNT network. The field emission (FE) characteristics show that the increase of N doping from 19.6 at% to 25.7 at% effectively reduces the turn-on field (for 10 [small micro]A cm-2) from 1.92 V [small micro]m-1 to 0.88 V [small micro]m-1, whereas the threshold field (for 10 mA cm-2) decreases from 4.05 V [small micro]m-1 to 2.32 V [small micro]m-1. However, at high growth temperature (950 [degree]C), the N-doping level decreases to 12.1 at%, thereby degrading the FE performance.","2010","2019-06-11 15:43:10","2019-06-11 15:43:10","","4128-4134","","20","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS5MQYJK","book","2006","Glatkowski, Paul J; Landis, David H; Piche, Joseph W; Conroy, Jeffrey L","Carbon nanotube fiber-reinforced composite structures for EM and lightning strike protection","","","","","","","2006","2019-06-11 15:43:10","2019-06-11 15:43:10","","","","","","","","","","","","","Google Patents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC4QBYGQ","journalArticle","2007","Gorrasi, Giuliana; Sarno, Maria; Di Bartolomeo, Antonio; Sannino, Diana; Ciambelli, Paolo; Vittoria, Vittoria","Incorporation of carbon nanotubes into polyethylene by high energy ball milling: Morphology and physical properties","Journal of Polymer Science Part B: Polymer Physics","","1099-0488","10.1002/polb.21070","http://dx.doi.org/10.1002/polb.21070","","2007","2019-06-11 15:43:10","2019-06-11 15:43:10","","597-606","","5","45","","","","","","","","","","","","","","","","","","","","","nanocomposites polyethylene (PE) thermal properties","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5WZ3HLC","journalArticle","2011","Grigoriadou, I; Paraskevopoulos, KM; Chrissafis, K; Pavlidou, E; Stamkopoulos, T-G; Bikiaris, D","Effect of different nanoparticles on HDPE UV stability","Polymer Degradation and Stability","","0141-3910","","","","2011","2019-06-11 15:43:10","2019-06-11 15:43:10","","151-163","","1","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNZLEYP6","journalArticle","2011","Grouchko, Michael; Kamyshny, Alexander; Mihailescu, Cristina Florentina; Anghel, Dan Florin; Magdassi, Shlomo","Conductive Inks with a “Built-In” Mechanism That Enables Sintering at Room Temperature","ACS Nano","","1936-0851","10.1021/nn2005848","http://dx.doi.org/10.1021/nn2005848","","2011","2019-06-11 15:43:11","2019-06-11 15:43:11","","3354-3359","","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTPVKX3F","journalArticle","2014","Guérin, Nicolas; Lévesque, Martin; Therriault, Daniel","Helical Dielectrophoretic Particl Separator Fabricated by Conformal Spindle Printing","Submitted in Nanoscale","","","","","","2014","2019-06-11 15:43:11","2019-06-11 15:43:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FVQA54R","journalArticle","2013","Guo, Shuang‐Zhuang; Gosselin, Frédérick; Guerin, Nicolas; Lanouette, Anne‐Marie; Heuzey, Marie‐Claude; Therriault, Daniel","Solvent‐Cast Three‐Dimensional Printing of Multifunctional Microsystems","Small","","1613-6829","","","","2013","2019-06-11 15:43:11","2019-06-11 15:43:11","","4118-4122","","24","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQILC8JD","journalArticle","2013","Guo, Shuang-Zhuang; Gosselin, Frédérick; Guerin, Nicolas; Lanouette, Anne-Marie; Heuzey, Marie-Claude; Therriault, Daniel","Solvent-Cast Three-Dimensional Printing of Multifunctional Microsystems","Small","","1613-6829","10.1002/smll.201300975","http://dx.doi.org/10.1002/smll.201300975","","2013","2019-06-11 15:43:11","2019-06-11 15:43:11","","n/a-n/a","","","","","","","","","","","","","","","","","","","","","","","","microfabrication solvent-cast thermoplastics polylactides 3D printing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4Y22264","journalArticle","2015","Guo, Shuang-zhuang; Yang, Xuelu; Heuzey, Marie-Claude; Therriault, Daniel","3D printing of a multifunctional nanocomposite helical liquid sensor","Nanoscale","","","","","","2015","2019-06-11 15:43:11","2019-06-11 15:43:11","","6451-6456","","15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3UBM3PU","journalArticle","2004","Harris, PJF","Carbon nanotube composites","International Materials Reviews","","0950-6608","","","","2004","2019-06-11 15:43:11","2019-06-11 15:43:11","","31-43","","1","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQQ3CWGW","journalArticle","2007","Hedley, C. B.; Yuan, G.; Theng, B. K. G.","Thermal analysis of montmorillonites modified with quaternary phosphonium and ammonium surfactants","Applied Clay Science","","0169-1317","http://dx.doi.org/10.1016/j.clay.2006.09.005","http://www.sciencedirect.com/science/article/pii/S0169131706001797","The thermal stability of seven organically modified montmorillonites (‘organoclays’) has been investigated using differential thermal analysis, differential scanning calorimetry, and thermogravimetry in conjunction with X-ray diffractometry. Six organoclays were synthesised by replacing the interlayer inorganic cations, initially present, with quaternary phosphonium and ammonium surfactant cations. The samples modified with tetrabutylphosphonium (TBP), and butyltriphenylphosphonium (BTPP) ions have an appreciably higher thermal stability than the octadecyltrimethylammonium (ODTMA)-modified clays. Thus, in the case of TBP- and BTPP-modified montmorillonites, the onset temperature of decomposition is close to 300 °C. Samples modified with hexadecyltributylphosphonium (HDTBP) ions have a lower onset temperature of decomposition of 225 °C. In comparison, the onset temperature for ODTMA-montmorillonites (obtained at different concentrations of ODTMA-bromide) ranges from 158 to 222 °C, being highest where the concentration of intercalated surfactant is lowest. The onset temperature for a commercial alkylsilane-treated quaternary ammonium-modified organoclay (S-BEN N-400FP) is 207 °C. The basal spacing of the TBP- and BTPP-modified clays is 1.7–1.8 nm, indicating a monolayer arrangement of quaternary phosphonium ions in the interlayer space, while the value of 2.5 nm for HDTBP-montmorillonite indicates a more open structure. The ODTMA-modified samples have basal spacings ranging from 1.9 to 2.1 nm, indicative of a bilayer to pseudo-trilayer arrangement. The exceptionally high basal spacing of 3.4 nm for the S-BEN N-400FP organoclay might be due to interlayer penetration of organosilane hydrolysis products during synthesis. The thermal properties of organoclays are apparently related to the nature of the surfactants and their arrangement in the interlayer space of montmorillonite.","2007","2019-06-11 15:43:11","2019-06-11 15:43:11","","180-188","","3–4","35","","","","","","","","","","","","","","","","","","","","","Beidellite Modified montmorillonite Organoclay Quaternary ammonium/phosphonium Surfactants Thermal stability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2A8SAH7","journalArticle","2003","Hoenlein, W.; Kreupl, F.; Duesberg, G. S.; Graham, A. P.; Liebau, M.; Seidel, R.; Unger, E.","Carbon nanotubes for microelectronics: status and future prospects","Materials Science and Engineering: C","","0928-4931","http://dx.doi.org/10.1016/j.msec.2003.09.153","http://www.sciencedirect.com/science/article/pii/S0928493103001863","As the semiconductor industry faces increasing technological and financial challenges, new concepts have to be assessed. The extraordinary characteristics of carbon nanotubes make them a promising candidate for applications in micro- and nanoelectronics. Catalyst mediated CVD growth is very well suited for selective, in-situ growth of nanotubes compatible with the requirements of microelectronics technology. This deposition method can be exploited for carbon nanotube vias. Semiconducting single-walled tubes can be successfully operated as carbon nanotube field-effect transistors (CNTFETs). A simulation of an ideal vertical CNTFET is presented and compared with the requirements of the ITRS roadmap. Finally, we compare an upgraded CNTFET with the most advanced silicon MOSFETs.","2003","2019-06-11 15:43:11","2019-06-11 15:43:11","","663-669","","6–8","23","","","","","","","","","","","","","","","","","","","","","Silicon technology Carbon nanotubes Carbon nanotube growth Carbon nanotube vias Carbon nanotube field-effect transistors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRNX5VNG","journalArticle","2010","Hrdlicka, Zdenek; Kuta, Antonin; Hajek, Jiri","Thermoplastic elastomer blends based on waste rubber and low-density polyethylene","Polimery","","0032-2725","","","","2010","2019-06-11 15:43:12","2019-06-11 15:43:12","","832-838","","11-12","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5N883VC","journalArticle","","http://www.3ders.org/pricecompare/3dprinters/","","","","","","","","","2019-06-11 15:43:12","2019-06-11 15:43:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB4NY4IL","journalArticle","2010","Hu, Jie; Yu, Min-Feng","Meniscus-Confined Three-Dimensional Electrodeposition for Direct Writing of Wire Bonds","Science","","","10.1126/science.1190496","http://www.sciencemag.org/content/329/5989/313.abstract","Continued progress in the electronics industry depends on downsizing, to a few micrometers, the wire bonds required for wiring integrated chips into circuit boards. We developed an electrodeposition method that exploits the thermodynamic stability of a microscale or nanoscale liquid meniscus to “write” pure copper and platinum three-dimensional structures of designed shapes and sizes in an ambient air environment. We demonstrated an automated wire-bonding process that enabled wire diameters of less than 1 micrometer and bond sizes of less than 3 micrometers, with a breakdown current density of more than 1011 amperes per square meter for the wire bonds. The technology was used to fabricate high-density and high-quality interconnects, as well as complex three-dimensional microscale and even nanoscale metallic structures.","2010","2019-06-11 15:43:12","2019-06-11 15:43:12","","313-316","","5989","329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGSGRQI4","journalArticle","2010","Hu, Liangbing; Pasta, Mauro; Mantia, Fabio La; Cui, LiFeng; Jeong, Sangmoo; Deshazer, Heather Dawn; Choi, Jang Wook; Han, Seung Min; Cui, Yi","Stretchable, Porous, and Conductive Energy Textiles","Nano Letters","","1530-6984","10.1021/nl903949m","http://dx.doi.org/10.1021/nl903949m","","2010","2019-06-11 15:43:12","2019-06-11 15:43:12","","708-714","","2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58WJPZVR","journalArticle","2010","Hu, Ning; Karube, Yoshifumi; Arai, Masahiro; Watanabe, Tomonori; Yan, Cheng; Li, Yuan; Liu, Yaolu; Fukunaga, Hisao","Investigation on sensitivity of a polymer/carbon nanotube composite strain sensor","Carbon","","0008-6223","","","","2010","2019-06-11 15:43:12","2019-06-11 15:43:12","","680-687","","3","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85HVJMH6","journalArticle","2003","Huang, Zheng-Ming; Zhang, Y-Z; Kotaki, M; Ramakrishna, S","A review on polymer nanofibers by electrospinning and their applications in nanocomposites","Composites Science and Technology","","0266-3538","","","","2003","2019-06-11 15:43:12","2019-06-11 15:43:12","","2223-2253","","15","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDSFQT6B","journalArticle","2000","Hutmacher, Dietmar W.","Scaffolds in tissue engineering bone and cartilage","Biomaterials","","0142-9612","http://dx.doi.org/10.1016/S0142-9612(00)00121-6","http://www.sciencedirect.com/science/article/pii/S0142961200001216","","2000","2019-06-11 15:43:12","2019-06-11 15:43:12","","2529-2543","","24","21","","","","","","","","","","","","","","","","","","","","","Tissue engineering of bone and cartilage Design and fabrication of 3-D scaffold Biodegradable and bioresorbable polymers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7MYFWAA","journalArticle","1991","Iijima, Sumio","Helical microtubules of graphitic carbon","Nature","","","","http://dx.doi.org/10.1038/354056a0","","1991","2019-06-11 15:43:12","2019-06-11 15:43:12","","56-58","","6348","354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CWIJYBG","journalArticle","2006","Inpil, Kang; Mark, J. Schulz; Jay, H. Kim; Vesselin, Shanov; Donglu, Shi","A carbon nanotube strain sensor for structural health monitoring","Smart Materials and Structures","","0964-1726","","http://stacks.iop.org/0964-1726/15/i=3/a=009","A carbon nanotube polymer material was used to form a piezoresistive strain sensor for structural health monitoring applications. The polymer improves the interfacial bonding between the nanotubes. Previous single walled carbon nanotube buckypaper sensors produced distorted strain measurements because the van der Waals attraction force allowed axial slipping of the smooth surfaces of the nanotubes. The polymer sensor uses larger multi-walled carbon nanotubes which improve the strain transfer, repeatability and linearity of the sensor. An electrical model of the nanotube strain sensor was derived based on electrochemical impedance spectroscopy and strain testing. The model is useful for designing nanotube sensor systems. A biomimetic artificial neuron was developed by extending the length of the sensor. The neuron is a long continuous strain sensor that has a low cost, is simple to install and is lightweight. The neuron has a low bandwidth and adequate strain sensitivity. The neuron sensor is particularly useful for detecting large strains and cracking, and can reduce the number of channels of data acquisition needed for the health monitoring of large structures.","2006","2019-06-11 15:43:12","2019-06-11 15:43:12","","737","","3","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LM3FKAY7","journalArticle","2006","Inpil, Kang; Mark, J. Schulz; Jay, H. Kim; Vesselin, Shanov; Donglu, Shi","A carbon nanotube strain sensor for structural health monitoring","Smart Materials and Structures","","0964-1726","","http://stacks.iop.org/0964-1726/15/i=3/a=009","A carbon nanotube polymer material was used to form a piezoresistive strain sensor for structural health monitoring applications. The polymer improves the interfacial bonding between the nanotubes. Previous single walled carbon nanotube buckypaper sensors produced distorted strain measurements because the van der Waals attraction force allowed axial slipping of the smooth surfaces of the nanotubes. The polymer sensor uses larger multi-walled carbon nanotubes which improve the strain transfer, repeatability and linearity of the sensor. An electrical model of the nanotube strain sensor was derived based on electrochemical impedance spectroscopy and strain testing. The model is useful for designing nanotube sensor systems. A biomimetic artificial neuron was developed by extending the length of the sensor. The neuron is a long continuous strain sensor that has a low cost, is simple to install and is lightweight. The neuron has a low bandwidth and adequate strain sensitivity. The neuron sensor is particularly useful for detecting large strains and cracking, and can reduce the number of channels of data acquisition needed for the health monitoring of large structures.","2006","2019-06-11 15:43:13","2019-06-11 15:43:13","","737","","3","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UAP9KG8","book","1995","Jacobs, Paul F","Stereolithography and other RP&M technologies: from rapid prototyping to rapid tooling","","0-87263-467-1","","","","","1995","2019-06-11 15:43:13","2019-06-11 15:43:13","","","","","","","","","","","","","Society of Manufacturing Engineers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKUSSHGG","book","2011","JANOWSKA, Izabela; BEGIN, Dominique; CHIZARI, Kambiz; ERSEN, Ovidiu; BERNHARDT, Pierre; ROMERO, Thierry; LEDOUX, Marc; Cuong, PHAM-HUU","PREPARATION OF GRAPHENE BY MECHANICALLY THINNING GRAPHITE MATERIALS","","","","","","","2011","2019-06-11 15:43:13","2019-06-11 15:43:13","","","","","","","","","","","","","WO Patent 2,011,055,039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCH24WBC","book","2012","Janowska, Izabela; Begin, Dominique; Chizari, Kambiz; Ersen, Ovidiu; Bernhardt, Pierre; Romero, Thierry; Ledoux, Marc; Pham-huu, Cuong","PREPARATION OF GRAPHENE BY MECHANICALLY THINNING GRAPHITE MATERIALS","","","","","","","2012","2019-06-11 15:43:13","2019-06-11 15:43:13","","","","","","","","","","","","","US Patent 20,120,241,690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAVE7RQN","book","2012","Janowska, Izabela; Begin, Dominique; Chizari, Kambiz; Ersen, Ovidiu; Bernhardt, Pierre; Romero, Thierry; Ledoux, Marc; Pham-huu, Cuong","PREPARATION OF GRAPHENE BY MECHANICALLY THINNING GRAPHITE MATERIALS","","","","","","","2012","2019-06-11 15:43:13","2019-06-11 15:43:13","","","","","","","","","","","","","EP Patent 2,496,520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LD247URS","journalArticle","2012","Janowska, Izabela; Bégin, Dominique; Ersen, Ovidiu; Moldovan, Maria Simona; Chizari, Kambiz; Ledoux, Marc Jacques; Pham-Huu, Cuong","High yield graphene and few-layer graphene synthesis assisted by microwaves","Physica E: Low-dimensional Systems and Nanostructures","","1386-9477","","","","2012","2019-06-11 15:43:13","2019-06-11 15:43:13","","1009-1011","","6","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
